"pianist_id","segment_id","annotator_id","arousal","valence","gems_wonder","gems_transcendence","gems_tenderness","gems_nostalgia","gems_peacefulness","gems_power","gems_joyful_activation","gems_tension","gems_sadness","gemmes_flow","gemmes_movement","gemmes_force","gemmes_interior","gemmes_wandering"
2,8,40,3,0,4,3,2,3,2.0,2,2,3,1,2,3,2,2.0,2
2,8,109,1,0,2,1,4,2,3.0,2,3,2,3,2,3,4,3.0,3
2,8,37,5,2,5,5,4,1,3.0,1,5,1,1,4,5,3,3.0,3
2,8,51,4,2,2,4,2,2,1.0,4,5,2,1,4,5,2,3.0,2
2,8,29,4,1,3,2,2,1,2.0,3,3,1,1,3,3,2,2.0,3
2,8,25,5,1,3,4,2,1,1.0,3,5,4,1,3,5,2,1.0,1
2,9,69,4,-1,5,4,5,4,4.0,1,2,1,4,5,1,2,4.0,3
2,9,85,3,2,5,3,4,5,5.0,1,2,1,2,5,2,3,3.0,5
2,9,106,2,-1,4,2,3,3,1.0,2,1,2,4,4,4,2,2.0,4
2,9,140,2,-1,5,3,1,2,1.0,2,1,2,2,3,3,2,4.0,4
2,9,133,4,0,4,3,3,3,4.0,4,3,1,3,3,2,4,4.0,5
2,9,34,2,2,3,3,4,4,2.0,2,2,3,2,2,3,2,3.0,2
2,9,24,3,1,4,1,4,4,3.0,1,3,3,1,4,2,4,4.0,3
2,9,108,2,0,3,2,4,4,2.0,1,2,1,2,3,2,1,3.0,3
2,10,64,3,1,3,4,2,3,2.0,4,2,4,2,4,2,4,3.0,4
2,10,141,2,-1,3,1,2,3,1.0,1,1,2,3,2,2,1,3.0,1
2,10,40,4,1,4,2,1,1,2.0,2,2,2,1,1,4,2,2.0,3
2,10,109,3,0,1,5,3,5,3.0,2,4,5,4,1,5,2,2.0,1
2,10,37,5,2,5,3,2,1,3.0,2,5,1,1,5,5,1,5.0,1
2,10,51,2,1,5,4,3,4,2.0,2,2,2,4,4,2,2,3.0,4
2,10,29,2,1,3,2,3,3,4.0,1,2,1,1,3,2,1,1.0,3
2,10,25,2,1,5,1,1,3,2.0,1,1,1,1,4,2,1,2.0,1
2,11,69,2,1,3,2,2,5,4.0,1,1,1,4,5,1,2,4.0,3
2,11,85,3,-1,3,2,2,5,5.0,1,1,1,4,5,2,1,1.0,3
2,11,106,1,-1,4,2,1,1,2.0,2,2,3,2,2,4,1,1.0,2
2,11,140,1,-2,1,1,5,3,5.0,1,1,1,3,5,1,1,3.0,2
2,11,133,2,0,1,1,1,2,3.0,1,3,1,1,4,2,1,1.0,5
2,11,34,2,-1,4,3,4,4,3.0,1,2,3,2,2,2,2,2.0,1
2,11,24,3,1,3,3,2,4,4.0,1,4,1,2,3,1,1,2.0,4
2,11,108,4,0,2,2,3,4,5.0,1,1,2,3,4,2,1,3.0,4
2,12,64,2,-2,2,4,2,4,2.0,4,2,4,3,2,3,4,2.0,1
2,12,141,2,-2,2,3,1,1,1.0,2,1,4,2,2,5,2,3.0,1
2,12,40,4,1,4,2,2,2,3.0,3,2,2,1,3,3,3,2.0,3
2,12,109,4,2,5,3,5,2,5.0,5,5,5,1,2,3,2,3.0,2
2,12,37,5,0,5,3,2,1,3.0,5,3,2,1,2,5,4,5.0,1
2,12,51,4,1,5,4,1,5,1.0,4,5,3,1,3,5,2,3.0,1
2,12,29,4,1,4,3,2,2,2.0,4,2,4,3,4,4,3,4.0,3
2,12,25,2,1,2,4,1,1,1.0,4,3,3,1,1,5,2,1.0,1
2,13,69,4,-1,4,4,4,4,1.0,4,2,5,2,2,3,5,3.0,4
2,13,85,3,-1,3,4,1,1,1.0,3,2,5,4,1,3,3,3.0,1
2,13,106,5,-2,1,2,1,1,1.0,5,1,5,4,2,5,5,3.0,1
2,13,140,3,0,4,4,2,1,1.0,2,1,4,3,3,4,3,4.0,2
2,13,133,5,-2,4,3,1,4,1.0,4,1,5,4,4,3,4,5.0,3
2,13,34,2,-1,2,2,1,1,1.0,1,1,4,3,3,3,2,3.0,1
2,13,24,1,0,3,3,1,2,1.0,1,2,2,2,2,3,3,1.0,2
2,13,108,2,0,2,3,3,2,3.0,1,2,3,1,3,5,2,1.0,3
2,14,64,3,0,2,4,2,2,2.0,4,2,5,3,2,4,5,4.0,3
2,14,141,4,-1,1,4,1,1,1.0,3,1,5,1,1,5,2,1.0,3
2,14,40,5,-1,2,3,1,1,1.0,5,1,5,1,1,4,5,1.0,3
2,14,109,2,0,2,3,2,3,4.0,3,4,3,4,2,4,2,4.0,2
2,14,37,5,1,4,3,1,1,1.0,5,2,4,1,2,5,5,1.0,1
2,14,51,5,1,5,4,1,1,1.0,5,3,5,1,1,5,5,3.0,2
2,14,29,5,1,4,4,2,4,1.0,5,2,4,2,3,5,5,4.0,4
2,14,25,5,-2,1,2,1,3,1.0,4,2,5,3,1,4,5,2.0,4
2,15,69,2,-1,2,2,2,5,2.0,1,1,5,3,2,1,1,5.0,1
2,15,85,5,1,4,4,2,2,1.0,4,4,3,1,3,2,3,3.0,3
2,15,106,1,-1,4,2,1,1,1.0,1,1,2,2,3,2,1,2.0,1
2,15,140,3,0,4,3,2,2,2.0,4,2,1,2,2,4,4,3.0,2
2,15,133,4,0,4,2,3,4,3.0,3,3,3,3,4,3,2,4.0,2
2,15,34,3,-1,1,2,1,1,1.0,2,1,3,2,3,3,2,1.0,1
2,15,24,3,-1,2,3,1,1,1.0,2,1,4,2,1,2,2,3.0,2
2,15,108,3,1,2,3,3,1,1.0,1,3,1,1,3,3,1,2.0,1
2,16,64,4,1,3,4,3,4,5.0,4,3,4,3,3,4,2,4.0,5
2,16,141,5,-1,2,3,4,3,5.0,1,1,1,1,5,3,2,1.0,1
2,16,40,2,-1,2,2,1,2,2.0,2,1,4,2,4,2,2,3.0,2
2,16,109,2,1,5,4,5,3,3.0,4,4,1,1,4,4,1,5.0,5
2,16,37,3,0,1,5,4,5,4.0,1,2,1,4,5,2,1,5.0,1
2,16,51,3,1,4,4,2,1,1.0,3,3,1,1,3,4,2,4.0,2
2,16,29,2,-2,2,1,2,3,2.0,1,1,3,4,2,1,1,3.0,1
2,16,25,4,-1,2,1,1,4,1.0,1,1,4,4,1,2,2,5.0,3
2,17,69,2,0,3,4,2,2,2.0,2,1,3,4,2,1,2,5.0,3
2,17,85,3,0,4,4,2,3,3.0,2,2,2,2,2,1,1,2.0,1
2,17,106,3,-2,1,1,1,1,1.0,3,1,5,2,3,2,4,5.0,2
2,17,140,4,-1,5,4,1,1,1.0,3,1,4,2,3,4,4,2.0,1
2,17,133,5,0,4,3,2,4,1.0,3,3,1,2,3,2,4,1.0,2
2,17,34,2,-1,2,2,1,1,1.0,1,1,4,3,2,3,3,3.0,1
2,17,24,2,0,1,4,1,1,1.0,2,1,4,1,1,1,3,2.0,1
2,17,108,2,0,2,2,4,3,2.0,1,2,2,1,5,2,1,3.0,4
2,18,64,2,-2,1,2,1,2,1.0,4,2,4,4,2,2,4,2.0,3
2,18,141,2,-1,1,3,1,1,1.0,2,1,3,5,2,1,1,3.0,1
2,18,40,3,0,3,2,2,2,2.0,2,2,4,1,2,3,3,2.0,1
2,18,109,2,1,5,3,2,3,4.0,3,2,3,4,3,2,3,5.0,1
2,18,37,4,1,5,2,1,1,1.0,2,4,1,1,4,5,3,4.0,2
2,18,51,5,2,3,4,1,1,1.0,5,5,4,1,1,5,5,3.0,2
2,18,29,4,2,4,2,4,1,5.0,2,4,1,1,4,4,2,2.0,4
2,18,25,3,1,2,3,1,1,1.0,2,4,1,1,2,5,3,1.0,1
2,19,69,4,-1,3,4,1,3,1.0,4,2,5,4,2,3,5,3.0,3
2,19,85,4,0,4,4,1,1,1.0,3,4,5,2,1,3,3,2.0,2
2,19,106,5,-2,1,1,1,1,1.0,2,1,5,3,1,5,5,4.0,1
2,19,140,1,-2,2,1,1,2,1.0,2,1,5,4,3,3,4,2.0,1
2,19,133,4,1,4,4,4,3,1.0,3,4,1,1,2,4,4,2.0,3
2,19,34,3,-1,3,2,2,2,1.0,1,1,4,2,2,4,2,2.0,1
2,19,24,1,0,1,2,1,1,1.0,2,1,3,1,1,1,3,1.0,1
2,19,108,4,-1,3,2,1,2,1.0,4,2,4,2,1,3,5,1.0,1
2,20,64,2,-1,2,4,2,2,1.0,5,2,5,4,2,5,5,2.0,4
2,20,141,4,-1,3,4,1,1,1.0,3,1,5,3,2,4,4,3.0,2
2,20,40,5,1,3,3,3,2,2.0,2,3,2,2,2,4,3,2.0,3
2,20,109,2,-1,3,4,3,2,4.0,2,3,2,3,2,3,4,3.0,3
2,20,37,5,1,5,5,1,1,1.0,5,5,1,1,5,4,5,5.0,1
2,20,51,4,-1,5,3,1,4,1.0,5,3,4,2,3,5,5,5.0,1
2,20,29,4,-1,2,3,1,1,1.0,4,1,4,1,4,4,4,3.0,2
2,20,25,3,0,1,4,1,1,1.0,2,2,1,1,3,1,1,2.0,4
2,21,69,3,-1,5,4,2,5,5.0,1,1,1,3,5,1,1,4.0,2
2,21,85,3,2,5,3,5,5,4.0,1,1,1,2,5,1,3,3.0,5
2,21,106,1,1,5,3,4,5,4.0,1,1,1,1,5,2,1,4.0,5
2,21,140,2,1,4,3,4,4,5.0,2,1,2,2,5,1,2,2.0,4
2,21,133,5,1,4,3,4,4,2.0,2,4,1,3,5,3,1,4.0,2
2,21,34,1,-1,3,3,3,4,1.0,1,1,3,3,3,3,1,4.0,2
2,21,24,2,0,2,2,3,4,4.0,1,2,1,2,3,3,1,1.0,1
2,21,108,2,0,3,2,3,5,4.0,1,1,1,3,4,2,1,3.0,3
2,22,64,4,1,4,2,5,5,5.0,2,4,2,2,4,3,2,4.0,4
2,22,141,2,-1,1,1,2,5,3.0,1,1,1,3,3,1,1,5.0,1
2,22,40,1,0,1,3,4,4,4.0,1,1,2,2,5,1,1,4.0,2
2,22,109,2,0,2,4,2,2,4.0,2,3,2,2,2,3,4,3.0,2
2,22,37,4,2,4,1,5,2,5.0,1,1,1,2,5,4,1,5.0,5
2,22,51,2,1,2,2,4,4,2.0,2,2,3,1,3,2,1,4.0,2
2,22,29,2,-2,2,2,3,4,2.0,1,1,3,4,2,1,1,3.0,1
2,22,25,3,0,3,1,5,4,5.0,1,1,1,1,5,1,1,3.0,1
2,23,69,2,1,4,4,1,4,2.0,1,1,1,1,5,1,1,4.0,1
2,23,85,2,1,4,3,2,1,3.0,1,1,1,1,4,2,1,1.0,2
2,23,106,4,0,5,3,2,1,1.0,2,1,3,2,4,3,3,2.0,1
2,23,140,2,0,3,2,2,2,1.0,2,1,3,1,3,1,1,2.0,3
2,23,133,3,0,4,3,3,4,3.0,1,3,1,1,2,4,1,1.0,1
2,23,34,2,-1,5,5,2,1,1.0,1,1,5,3,5,5,3,3.0,1
2,23,24,1,-1,2,1,1,3,2.0,2,2,4,2,3,2,1,1.0,1
2,23,108,4,1,4,4,3,1,2.0,1,4,2,1,3,5,2,1.0,2
2,24,64,3,1,4,4,5,4,5.0,2,4,2,1,5,4,2,4.0,3
2,24,141,2,2,3,1,5,2,4.0,1,1,1,3,4,1,1,4.0,2
2,24,40,1,1,2,3,5,4,5.0,1,3,2,1,5,1,1,3.0,3
2,24,109,3,1,4,4,5,5,4.0,1,2,1,1,5,4,1,3.0,4
2,24,37,3,2,2,3,5,3,5.0,1,4,1,1,5,5,1,3.0,4
2,24,51,2,-2,5,4,5,4,5.0,2,1,1,4,5,1,2,3.0,5
2,24,29,1,-1,2,2,3,5,2.0,1,1,4,5,2,1,1,4.0,1
2,24,25,1,0,3,2,3,5,3.0,1,1,1,1,5,2,1,2.0,1
2,25,69,2,-1,3,2,2,5,2.0,2,1,1,3,5,1,1,2.0,4
2,25,85,2,1,4,3,4,5,5.0,1,2,1,2,5,1,2,3.0,4
2,25,106,1,0,5,4,2,4,1.0,2,1,3,3,4,3,3,2.0,5
2,25,140,2,-1,2,1,5,4,4.0,1,1,3,4,5,1,1,4.0,4
2,25,133,3,1,2,2,4,4,5.0,1,3,1,1,5,2,1,4.0,4
2,25,34,1,-1,5,5,4,4,4.0,1,1,1,2,5,2,1,5.0,4
2,25,24,5,1,4,2,2,5,4.0,1,4,1,1,5,3,1,3.0,5
2,25,108,4,-1,2,1,2,3,3.0,1,1,1,4,4,1,1,5.0,5
2,26,64,5,2,5,2,4,3,3.0,2,4,2,2,4,2,2,4.0,4
2,26,141,2,-2,1,2,1,2,1.0,1,1,1,4,1,1,2,5.0,2
2,26,40,3,1,4,3,1,1,2.0,3,2,4,2,2,4,4,2.0,4
2,26,109,2,0,2,3,2,2,3.0,2,3,4,3,2,3,4,5.0,2
2,26,37,5,2,5,5,1,1,1.0,4,5,1,1,5,5,4,5.0,5
2,26,51,5,2,4,4,3,2,1.0,5,5,4,1,2,4,5,2.0,1
2,26,29,2,-1,1,1,2,3,2.0,2,1,3,1,2,2,3,2.0,1
2,26,25,4,-1,1,1,1,1,1.0,5,4,5,1,1,5,5,2.0,1
3,0,129,2,0,3,3,4,4,4.0,1,2,1,4,4,3,1,4.0,4
3,0,175,4,1,3,2,3,4,4.0,2,3,1,2,3,2,1,3.0,2
3,0,110,4,-1,4,3,2,3,2.0,2,1,2,1,5,1,2,5.0,3
3,0,193,2,-1,1,1,2,3,3.0,1,1,2,4,4,3,1,4.0,3
3,0,118,2,2,3,4,2,1,2.0,3,4,2,2,4,2,3,3.0,2
3,0,103,2,-2,1,2,2,4,3.0,1,1,1,2,3,2,1,3.0,3
3,0,65,2,-1,3,4,4,5,4.0,1,1,3,3,4,1,3,5.0,3
3,0,134,1,0,2,1,1,5,5.0,1,3,1,4,5,1,1,4.0,3
3,0,89,3,-1,4,2,3,3,4.0,1,2,1,1,2,1,1,3.0,4
3,0,163,2,1,5,5,3,5,4.0,1,2,2,2,5,3,1,2.0,5
3,0,190,2,-1,2,1,4,5,5.0,1,1,1,3,5,1,1,2.0,5
3,1,39,1,-1,5,1,3,5,5.0,1,2,1,3,5,2,1,4.0,5
3,1,143,3,-1,2,2,1,4,1.0,2,1,2,4,2,2,1,2.0,2
3,1,90,5,2,4,5,3,2,"",2,4,2,1,4,4,5,5.0,3
3,1,59,2,0,4,4,2,5,4.0,1,3,2,3,4,3,1,2.0,4
3,1,49,2,-2,2,1,3,4,3.0,2,1,3,4,3,3,1,4.0,1
3,1,112,1,0,1,4,3,2,2.0,2,2,1,1,4,1,2,1.0,5
3,1,11,3,-1,4,4,1,3,3.0,5,1,1,2,3,1,5,2.0,2
3,2,129,3,1,3,4,2,2,1.0,2,3,4,1,3,5,4,4.0,4
3,2,175,3,1,3,3,3,4,1.0,2,3,2,2,2,4,3,4.0,1
3,2,110,1,0,2,1,1,1,1.0,3,2,3,1,2,3,3,2.0,3
3,2,193,2,0,3,2,1,3,4.0,2,4,3,1,4,3,2,1.0,3
3,2,118,4,1,4,4,2,2,1.0,4,5,4,1,4,4,3,3.0,3
3,2,103,4,0,4,3,1,3,2.0,3,3,3,1,3,4,3,2.0,1
3,2,65,2,-1,2,3,1,1,1.0,4,2,4,4,2,3,4,2.0,2
3,2,134,3,0,2,2,4,4,4.0,1,2,1,2,4,1,1,4.0,3
3,2,89,4,-1,4,1,4,4,2.0,2,2,3,1,3,2,2,4.0,1
3,2,163,3,-1,4,4,2,4,3.0,2,1,4,3,3,2,2,4.0,4
3,2,190,4,1,5,5,4,4,4.0,2,3,2,1,4,2,2,2.0,3
3,3,39,4,-2,1,4,1,4,1.0,3,2,5,4,2,1,4,4.0,2
3,3,143,3,1,4,4,3,2,2.0,4,3,3,2,1,2,3,2.0,2
3,3,90,4,2,4,4,2,4,3.0,4,4,2,1,4,4,4,2.0,4
3,3,59,3,-1,1,4,1,4,4.0,3,1,5,4,4,1,2,5.0,2
3,3,49,4,1,3,3,1,1,1.0,4,3,5,2,1,4,5,2.0,1
3,3,112,1,-2,1,2,1,3,1.0,4,2,4,2,1,1,4,5.0,1
3,3,11,2,-1,2,1,1,1,2.0,2,3,4,1,2,5,2,4.0,3
3,4,129,4,1,3,3,4,5,2.0,1,3,1,2,4,3,2,4.0,5
3,4,175,3,-1,3,2,1,4,2.0,2,1,3,3,1,2,4,3.0,1
3,4,110,2,1,2,1,1,2,1.0,3,2,2,2,3,2,2,4.0,3
3,4,193,3,-1,1,1,2,3,3.0,1,1,2,5,4,2,2,5.0,2
3,4,118,4,0,4,3,5,4,2.0,2,3,1,1,5,2,3,3.0,2
3,4,103,4,-2,1,2,2,4,3.0,3,2,1,1,4,2,2,3.0,2
3,4,65,4,-1,4,1,4,4,4.0,2,1,1,4,4,1,2,2.0,3
3,4,134,5,2,5,4,4,4,3.0,1,4,1,2,4,1,2,2.0,3
3,4,89,4,-1,3,3,1,1,2.0,1,1,4,4,3,1,1,4.0,3
3,4,163,2,1,5,4,4,4,4.0,2,1,1,1,5,2,3,2.0,5
3,4,190,4,0,4,3,5,4,4.0,2,1,1,3,5,2,1,2.0,4
3,5,39,1,1,5,2,4,5,5.0,1,1,1,2,5,1,1,3.0,5
3,5,143,2,0,2,2,2,3,4.0,2,3,2,2,5,2,2,3.0,4
3,5,90,4,-1,4,2,2,2,4.0,2,2,1,1,4,4,2,4.0,4
3,5,59,2,1,5,1,4,2,5.0,2,3,5,1,3,3,2,5.0,2
3,5,49,2,2,3,3,4,4,4.0,2,3,1,1,4,1,1,4.0,5
3,5,112,2,1,4,2,1,1,1.0,2,3,2,3,3,3,2,3.0,2
3,5,11,2,0,2,1,3,4,4.0,2,2,1,2,4,3,1,2.0,3
3,6,129,2,0,3,2,4,4,4.0,1,2,1,1,4,2,1,4.0,5
3,6,175,2,-1,5,2,3,5,2.0,1,1,1,4,4,2,1,3.0,2
3,6,110,3,1,4,4,2,3,3.0,3,2,3,3,3,2,2,3.0,3
3,6,193,2,-1,2,2,3,4,3.0,2,2,1,3,4,3,1,3.0,2
3,6,118,2,0,4,2,5,5,3.0,2,4,1,3,4,2,4,4.0,2
3,6,103,4,-1,2,1,3,4,4.0,1,1,2,3,4,2,2,4.0,4
3,6,65,2,1,4,3,3,4,4.0,1,2,1,2,5,1,1,4.0,4
3,6,134,4,2,4,2,4,2,5.0,1,1,1,4,5,1,1,4.0,3
3,6,89,3,0,1,1,3,1,5.0,1,1,1,2,5,1,1,1.0,1
3,6,163,2,0,4,2,5,4,4.0,1,1,1,2,5,1,1,3.0,5
3,6,190,2,1,3,1,5,5,5.0,1,1,1,1,5,2,1,2.0,4
3,7,39,2,-2,2,1,4,5,2.0,2,1,5,5,2,1,4,5.0,2
3,7,143,2,-1,1,1,1,2,3.0,2,2,2,3,2,1,3,2.0,2
3,7,90,4,-1,4,5,5,4,2.0,4,3,4,2,4,4,3,4.0,2
3,7,59,5,-1,3,2,5,5,2.0,5,1,4,3,5,1,5,1.0,4
3,7,49,5,0,3,3,1,2,1.0,4,3,5,3,3,2,5,1.0,1
3,7,112,2,-1,1,2,2,3,2.0,2,1,2,3,1,2,2,4.0,2
3,7,11,1,0,4,1,3,5,4.0,1,2,1,4,5,2,1,4.0,1
3,8,129,4,2,4,5,3,1,1.0,4,5,3,1,1,5,4,1.0,1
3,8,175,2,1,2,3,1,1,1.0,2,3,4,2,1,4,3,2.0,1
3,8,110,4,1,5,2,1,1,1.0,3,3,1,1,3,4,3,1.0,2
3,8,193,3,1,3,4,2,1,3.0,2,3,1,1,2,3,2,2.0,3
3,8,118,4,2,3,4,3,1,1.0,5,4,4,1,3,5,4,2.0,1
3,8,103,4,1,4,4,2,1,2.0,3,3,2,1,4,3,3,1.0,1
3,8,65,4,-1,4,2,1,1,3.0,3,2,3,2,4,2,2,3.0,4
3,8,134,3,1,2,4,1,1,1.0,1,4,2,1,4,2,1,2.0,3
3,8,89,2,1,3,3,1,2,3.0,1,2,4,2,3,1,1,2.0,3
3,8,163,4,1,3,3,1,4,2.0,2,2,1,1,4,4,3,2.0,3
3,8,190,4,1,3,4,3,2,2.0,3,3,2,1,3,2,4,2.0,2
3,9,39,1,-2,1,1,2,2,1.0,1,1,2,5,2,1,3,2.0,3
3,9,143,3,1,3,2,4,4,4.0,2,4,3,2,3,1,2,2.0,2
3,9,90,4,-1,4,4,5,4,3.0,2,4,4,2,4,4,4,2.0,4
3,9,59,2,-1,3,1,5,5,3.0,2,1,3,4,5,3,3,5.0,4
3,9,49,2,-1,4,2,2,4,1.0,2,2,2,3,4,2,1,3.0,2
3,9,112,3,-1,2,4,4,3,2.0,1,1,3,4,2,4,3,1.0,2
3,9,11,1,-1,2,1,3,4,2.0,1,1,2,5,4,1,1,3.0,2
3,10,129,3,1,4,2,3,4,2.0,1,5,2,1,4,4,1,3.0,4
3,10,175,3,0,2,3,2,3,2.0,3,4,4,2,1,3,3,2.0,1
3,10,110,4,2,4,3,2,5,4.0,2,3,2,1,5,3,3,2.0,5
3,10,193,2,1,2,2,3,4,1.0,5,3,1,1,4,4,1,1.0,1
3,10,118,4,1,4,4,4,2,1.0,4,4,2,1,4,5,4,3.0,1
3,10,103,3,0,3,2,3,3,4.0,2,1,1,4,4,1,1,4.0,4
3,10,65,1,0,2,1,3,3,3.0,1,1,1,1,4,1,2,4.0,3
3,10,134,3,1,5,1,3,4,4.0,1,1,1,2,4,1,1,4.0,2
3,10,89,3,0,2,1,4,1,4.0,1,2,1,1,2,1,1,1.0,3
3,10,163,4,1,4,3,1,2,2.0,3,1,2,1,3,3,3,4.0,4
3,10,190,4,2,5,3,5,5,5.0,1,2,1,1,5,3,1,4.0,4
3,11,39,2,-2,4,1,4,5,5.0,1,1,3,4,5,2,1,5.0,4
3,11,143,1,0,1,1,2,3,3.0,1,3,1,4,3,2,1,1.0,3
3,11,90,4,2,4,3,2,5,4.0,2,4,2,2,4,2,4,4.0,4
3,11,59,2,-1,4,5,4,5,3.0,1,3,1,3,5,3,1,4.0,5
3,11,49,2,-1,2,2,2,3,3.0,1,2,2,4,3,1,1,4.0,1
3,11,112,1,1,2,4,4,5,3.0,2,1,3,2,5,2,1,2.0,3
3,11,11,2,-1,4,2,1,2,2.0,1,1,4,2,4,1,1,4.0,3
3,12,129,4,-1,3,2,2,4,1.0,2,3,4,1,4,4,2,2.0,3
3,12,175,4,-1,1,1,1,3,2.0,4,3,4,2,1,3,4,2.0,1
3,12,110,5,-1,4,2,3,2,1.0,3,1,4,3,3,4,4,3.0,5
3,12,193,3,1,3,2,1,2,1.0,3,2,4,1,2,3,2,3.0,4
3,12,118,3,0,4,3,2,3,1.0,4,4,3,1,3,5,4,4.0,1
3,12,103,3,-1,3,3,3,1,4.0,3,3,2,1,3,3,4,2.0,2
3,12,65,3,-1,2,2,1,2,2.0,3,2,4,3,1,2,3,2.0,2
3,12,134,3,1,5,4,3,3,3.0,1,4,4,2,1,4,5,1.0,4
3,12,89,5,1,5,3,1,3,4.0,2,4,2,2,4,4,2,1.0,2
3,12,163,3,1,4,4,3,5,4.0,4,4,1,2,4,4,4,3.0,4
3,12,190,4,1,4,3,4,5,4.0,2,5,2,1,4,4,2,1.0,4
3,13,39,5,-2,1,5,2,4,2.0,3,1,5,5,3,2,4,4.0,1
3,13,143,2,-2,1,2,1,3,3.0,2,1,4,4,3,3,4,3.0,2
3,13,90,4,1,4,5,4,5,2.0,3,4,2,2,4,4,2,2.0,4
3,13,59,3,-2,1,4,3,4,1.0,2,1,5,5,2,3,4,4.0,1
3,13,49,3,0,3,3,1,1,1.0,4,2,5,3,4,2,3,1.0,2
3,13,112,2,-1,1,1,1,2,2.0,3,1,4,3,1,2,3,2.0,3
3,13,11,3,-1,3,1,2,2,2.0,2,1,2,3,2,3,2,2.0,1
3,14,129,5,-2,1,3,1,3,1.0,5,1,4,5,1,3,5,2.0,1
3,14,175,4,-1,1,4,1,2,1.0,3,2,4,2,1,3,4,2.0,1
3,14,110,3,-1,1,1,1,1,1.0,4,3,4,3,1,3,3,1.0,2
3,14,193,4,-1,2,2,2,1,2.0,4,2,5,2,2,4,5,1.0,3
3,14,118,3,-2,3,3,2,3,1.0,3,2,4,3,3,3,4,4.0,1
3,14,103,4,0,4,3,2,2,1.0,5,4,5,2,4,3,4,1.0,1
3,14,65,4,-1,2,4,1,2,1.0,4,1,4,2,1,3,4,2.0,2
3,14,134,5,2,5,5,1,2,1.0,5,4,2,2,3,5,4,3.0,5
3,14,89,3,0,1,2,1,1,2.0,2,2,4,1,1,3,1,3.0,1
3,14,163,3,-1,2,4,1,4,1.0,4,1,4,5,2,3,3,4.0,4
3,14,190,4,0,5,4,2,2,2.0,4,4,4,2,2,4,4,3.0,1
3,15,39,1,-2,4,1,3,5,4.0,2,1,4,5,2,1,1,4.0,5
3,15,143,4,0,3,2,2,1,3.0,3,3,4,3,3,1,3,2.0,1
3,15,90,4,1,4,4,2,5,5.0,2,4,5,2,4,2,4,2.0,4
3,15,59,3,-1,4,2,1,3,2.0,1,1,5,4,5,2,1,4.0,3
3,15,49,2,-1,2,2,2,3,1.0,1,1,3,4,3,2,3,2.0,2
3,15,112,5,-1,3,4,2,3,1.0,3,1,4,4,1,2,2,4.0,5
3,15,11,3,-1,3,1,3,5,4.0,1,2,3,2,4,2,2,4.0,2
3,16,129,4,-1,2,3,2,5,1.0,2,2,1,3,2,2,1,4.0,5
3,16,175,2,-1,4,2,3,3,4.0,2,1,3,4,4,2,1,3.0,1
3,16,110,3,-1,2,1,1,1,2.0,2,1,3,3,2,3,3,3.0,4
3,16,193,2,0,2,3,4,5,4.0,1,4,3,1,4,3,1,3.0,3
3,16,118,3,-1,2,3,1,3,3.0,2,4,3,2,4,3,2,3.0,4
3,16,103,3,1,2,3,4,4,3.0,2,1,3,4,5,1,2,5.0,4
3,16,65,3,0,4,1,2,5,4.0,1,2,3,3,4,1,2,4.0,2
3,16,134,4,2,4,1,5,3,5.0,1,2,1,5,5,1,1,5.0,1
3,16,89,5,2,4,3,3,4,3.0,1,3,3,2,3,1,1,4.0,3
3,16,163,2,1,5,4,4,4,5.0,1,2,1,1,5,3,2,3.0,5
3,16,190,4,2,5,5,4,4,4.0,5,2,1,3,5,3,4,5.0,4
3,17,39,4,2,4,3,4,1,2.0,2,4,1,1,2,5,3,1.0,2
3,17,143,3,1,3,4,2,2,2.0,3,2,4,2,4,3,4,2.0,2
3,17,90,4,1,4,2,3,4,2.0,3,4,5,1,4,2,4,5.0,2
3,17,59,4,-1,5,3,3,4,1.0,2,1,4,3,5,1,2,5.0,3
3,17,49,4,2,3,4,2,1,1.0,3,4,4,1,2,4,2,1.0,3
3,17,112,2,0,2,1,1,1,1.0,2,2,2,2,1,2,3,3.0,1
3,17,11,4,-1,4,2,1,2,1.0,3,4,4,2,4,4,3,3.0,1
3,18,129,4,-2,4,2,3,3,1.0,2,3,2,1,4,4,1,3.0,2
3,18,175,2,0,2,3,1,2,1.0,4,4,3,2,1,3,4,2.0,1
3,18,110,2,0,2,2,1,1,1.0,4,2,4,2,2,3,1,1.0,2
3,18,193,2,-1,2,3,1,1,2.0,3,4,4,1,2,3,1,2.0,4
3,18,118,4,1,3,3,2,1,1.0,5,4,5,1,2,5,4,2.0,1
3,18,103,4,0,4,3,2,2,3.0,4,3,3,1,4,4,3,2.0,1
3,18,65,4,-1,2,3,1,2,2.0,4,3,3,2,1,3,4,1.0,1
3,18,134,3,1,1,1,1,3,2.0,3,1,1,1,1,5,3,1.0,1
3,18,89,4,1,4,3,2,3,2.0,2,3,2,1,2,3,1,1.0,3
3,18,163,5,-2,1,1,1,3,1.0,4,4,5,2,2,5,5,2.0,3
3,18,190,4,-1,2,4,1,2,3.0,3,2,3,2,2,3,4,2.0,2
3,19,39,4,-1,1,5,2,1,1.0,4,2,4,2,2,5,4,1.0,1
3,19,143,3,0,3,3,2,3,2.0,4,3,3,2,4,3,3,2.0,2
3,19,90,2,1,4,4,2,4,2.0,4,3,4,1,4,4,4,3.0,2
3,19,59,3,-1,1,3,3,4,2.0,1,1,3,4,1,2,2,4.0,1
